n,delta_n,z
61620,0.8587090789,52913.6534402298
61621,0.8641870556,53252.0705529279
61622,0.8907621924,54890.5478227657
61623,0.9324549266,57460.6699409995
61624,0.9798840522,60384.3748346852
61625,1.0000000000,61625.0000000000
61626,1.0000000000,61626.0000000000
61627,1.0000000000,61627.0000000000
61628,1.0000000000,61628.0000000000
61629,1.0000000000,61629.0000000000
61630,0.9626509437,59328.1776593587
61631,0.9160933957,56459.7520678956
61632,0.8789562764,54171.8332256809
61633,0.8595960788,52979.4851223980
61634,0.8623692773,53151.2680363170
61635,0.8866521174,54648.8032566813
61636,0.9269810069,57135.4013431977
61637,0.9742819054,60051.8138006159
61638,1.0000000000,61638.0000000000
61639,1.0000000000,61639.0000000000
61640,1.0000000000,61640.0000000000
61641,1.0000000000,61641.0000000000
61642,1.0000000000,61642.0000000000
61643,0.9683837157,59694.0773883124
61644,0.9213834322,56797.7602943406
61645,0.8826171305,54408.9330073974
61646,0.8608076165,53065.3463266716
61647,0.8608623326,53069.5802151555
61648,0.8827692071,54420.9560820514
61649,0.9215994122,56815.6821615709
61650,0.9686163924,59715.2005930048
61651,1.0000000000,61651.0000000000
61652,1.0000000000,61652.0000000000
61653,1.0000000000,61653.0000000000
61654,1.0000000000,61654.0000000000
61655,1.0000000000,61655.0000000000
61656,0.9740921010,60058.6225783288
61657,0.9268031122,57143.8994892046
61658,0.8865325622,54661.8247201827
61659,0.8623414376,53171.1107017460
61660,0.8596728808,53007.4298301498
61661,0.8791275431,54207.8834370180
61662,0.9163284825,56502.6468867165
61663,0.9629059878,59375.6719252170
61664,1.0000000000,61664.0000000000
61665,1.0000000000,61665.0000000000
61666,1.0000000000,61666.0000000000
61667,1.0000000000,61667.0000000000
61668,1.0000000000,61668.0000000000
61669,0.9797571184,60420.6417352188
61670,0.9323352068,57497.1122023259
61671,0.8906909739,54929.8030497078
61672,0.8641941903,53296.5841022348
61673,0.8588065770,52965.1780215106
61674,0.8757405215,54010.4209241691
61675,0.9111863463,56197.4179089067
61676,0.9571694760,59034.3846006128
61677,1.0000000000,61677.0000000000
61678,1.0000000000,61678.0000000000
61679,1.0000000000,61679.0000000000
61680,1.0000000000,61680.0000000000
61681,1.0000000000,61681.0000000000
61682,0.9853597682,60778.9612227427
61683,0.9379619610,57856.3076429975
61684,0.8950798524,55212.1056127515
61685,0.8663614234,53441.5044044566
61686,0.8582680402,52943.1223296661
61687,0.8726207993,53829.3592438883
61688,0.9061908562,55901.1015400526
61689,0.9514258914,58692.5118176588
61690,0.9981492574,61575.8276894399
61691,1.0000000000,61691.0000000000
61692,1.0000000000,61692.0000000000
61693,1.0000000000,61693.0000000000
61694,1.0000000000,61694.0000000000
61695,0.9908810964,61132.4092454618
61696,0.9436651483,58220.3649917700
61697,0.8996858008,55507.9148522139
61698,0.8688375888,53605.5415559901
61699,0.8580608257,52941.4948859951
61700,0.8697802420,53665.4409309553
61701,0.9013595246,55614.7840285293
61702,0.9456944566,58351.2393591779
61703,0.9928112022,61259.4296106062
61704,1.0000000000,61704.0000000000
61705,1.0000000000,61705.0000000000
61706,1.0000000000,61706.0000000000
61707,1.0000000000,61707.0000000000
61708,0.9963022604,61479.8198874796
61709,0.9494261270,58588.1368694817
61710,0.9044945739,55816.3601543034
61711,0.8716160468,53788.2978633183
61712,0.8581873996,52960.4608035764
61713,0.8672298739,53519.3572080880
61714,0.8967094595,55339.5275816965
61715,0.9399945180,58011.7616777515
61716,0.9873477061,60935.1510302950
61717,1.0000000000,61717.0000000000
61718,1.0000000000,61718.0000000000
61719,1.0000000000,61719.0000000000
61720,1.0000000000,61720.0000000000
61721,1.0000000000,61721.0000000000
61722,0.9552258992,58958.4529533314
61723,0.9094911165,56136.5201852159
61724,0.8746890759,53989.3085209872
61725,0.8586491175,53000.1167775607
61726,0.8649798297,53391.7449698568
61727,0.8922573009,55076.3664100540
61728,0.9343454816,57675.2778892516
61729,0.9817765760,60604.0862600995
61730,1.0000000000,61730.0000000000
61731,1.0000000000,61731.0000000000
61732,1.0000000000,61732.0000000000
61733,1.0000000000,61733.0000000000
61734,1.0000000000,61734.0000000000
61735,0.9610451726,59330.1237307214
61736,0.9146596061,56467.4254425230
61737,0.8780478868,54208.0423851099
61738,0.8594462066,53060.4899041704
61739,0.8630393092,53283.1839105762
61740,0.8880191579,54826.3028080685
61741,0.9287667464,57342.9876870844
61742,0.9761161379,60267.3625874534
61743,1.0000000000,61743.0000000000
61744,1.0000000000,61744.0000000000
61745,1.0000000000,61745.0000000000
61746,1.0000000000,61746.0000000000
61747,1.0000000000,61747.0000000000
61748,0.9668644228,59701.9443794623
61749,0.9199834980,56808.0610164280
61750,0.8816826396,54443.9029926946
61751,0.8605777514,53141.5367266231
61752,0.8614165340,53194.1938087684
61753,0.8840105466,54590.3032860489
61754,0.9232776369,57016.0871903051
61755,0.9703851797,59926.1367741117
61756,1.0000000000,61756.0000000000
61757,1.0000000000,61757.0000000000
61758,1.0000000000,61758.0000000000
61759,1.0000000000,61759.0000000000
61760,1.0000000000,61760.0000000000
61761,0.9726639589,60072.6987627662
61762,0.9254455742,57157.3695547801
61763,0.8855824657,54696.2298281875
61764,0.8620416831,53243.1425158046
61765,0.8601187077,53125.2319813692
61766,0.8802463292,54369.2947682194
61767,0.9178973358,56695.7647399369
61768,0.9646028914,59581.5913956812
61769,1.0000000000,61769.0000000000
61770,1.0000000000,61770.0000000000
61771,1.0000000000,61771.0000000000
61772,1.0000000000,61772.0000000000
61773,1.0000000000,61773.0000000000
61774,0.9784239895,60441.1635266695
61775,0.9310279955,57514.2544248203
61776,0.8897354933,54964.2998368247
61777,0.8638347733,53365.1207926722
61778,0.8591519784,53076.6909198642
61779,0.8767406541,54164.1608722238
61780,0.9126448148,56383.1966566340
61781,0.9587888029,59234.9310320228
61782,1.0000000000,61782.0000000000
61783,1.0000000000,61783.0000000000
61784,1.0000000000,61784.0000000000
61785,1.0000000000,61785.0000000000
61786,1.0000000000,61786.0000000000
61787,0.9841246911,60806.1122870970
61788,0.9367123562,57877.5830642014
61789,0.8941288771,55247.3291844002
61790,0.8659526315,53507.2130985603
61791,0.8585214047,53048.8961204879
61792,0.8735068987,53975.7382847484
61793,0.9075387661,56079.5429758961
61794,0.9529627200,58887.3783201551
61795,0.9995621871,61767.9453533346
61796,1.0000000000,61796.0000000000
61797,1.0000000000,61797.0000000000
61798,1.0000000000,61798.0000000000
61799,1.0000000000,61799.0000000000
61800,0.9897462766,61166.3198928716
61801,0.9424797416,58246.1905121195
61802,0.8987488311,55544.4752611354
61803,0.8683897063,53669.0890190751
61804,0.8582309255,53042.1041199550
61805,0.8705576126,53804.8132485963
61806,0.9025975338,55785.9431745421
61807,0.9471446581,58540.1698813393
61808,0.9941799390,61448.2736709971
61809,1.0000000000,61809.0000000000
61810,1.0000000000,61810.0000000000
61811,1.0000000000,61811.0000000000
61812,1.0000000000,61812.0000000000
61813,0.9952690656,61520.5667503961
61814,0.9483107890,58618.8831113084
61815,0.9035806669,55854.8389272609
61816,0.8711392919,53850.3464660353
61817,0.8582833322,53056.5007478047
61818,0.8679044643,53652.1181759640
61819,0.8978390447,55503.5119049887
61820,0.9413547741,58194.5521345230
61821,0.9886648836,61120.2517704244
61822,1.0000000000,61822.0000000000
61823,1.0000000000,61823.0000000000
61824,1.0000000000,61824.0000000000
61825,1.0000000000,61825.0000000000
61826,1.0000000000,61826.0000000000
61827,0.9541857501,58994.4423707199
61828,0.9086088341,56177.4669966906
61829,0.8741935374,54050.5122213682
61830,0.8586802459,53092.1996058006
61831,0.8655581893,53518.3284028486
61832,0.8932807406,55233.3347525906
61833,0.9356132973,57851.7770101412
61834,0.9830354886,60785.0164027860
61835,1.0000000000,61835.0000000000
61836,1.0000000000,61836.0000000000
61837,1.0000000000,61837.0000000000
61838,1.0000000000,61838.0000000000
61839,1.0000000000,61839.0000000000
61840,0.9600845566,59371.6289772074
61841,0.9138169653,56511.3549533876
61842,0.8775434615,54269.0427457654
61843,0.8594220976,53149.2407842051
61844,0.8635285412,53404.0590989588
61845,0.8889395106,54976.4640320128
61846,0.9299404582,57513.0975773505
61847,0.9773107774,60443.7396476146
61848,1.0000000000,61848.0000000000
61849,1.0000000000,61849.0000000000
61850,1.0000000000,61850.0000000000
61851,1.0000000000,61851.0000000000
61852,1.0000000000,61852.0000000000
61853,0.9659868874,59749.1869442719
61854,0.9191879247,56855.4498956742
61855,0.8811789710,54505.3252540614
61856,0.8605081128,53227.5898240624
61857,0.8618242454,53309.8623476944
61858,0.8848316247,54733.9146396147
61859,0.9243564170,57179.7636000033
61860,0.9715102679,60097.6251716073
61861,1.0000000000,61861.0000000000
61862,1.0000000000,61862.0000000000
61863,1.0000000000,61863.0000000000
61864,1.0000000000,61864.0000000000
61865,1.0000000000,61865.0000000000
61866,0.9718722382,60125.8478855436
61867,0.9247038599,57208.6537010740
61868,0.8850888837,54758.6790583517
61869,0.8619362998,53327.1369339583
61870,0.8604529564,53236.2244099829
61871,0.8809726686,54506.6599772805
61872,0.9188811908,56853.0170359892
61873,0.9656539091,59747.9043154388
61874,1.0000000000,61874.0000000000
61875,1.0000000000,61875.0000000000
61876,1.0000000000,61876.0000000000
61877,1.0000000000,61877.0000000000
61878,1.0000000000,61878.0000000000
61879,0.9777199922,60500.3353991085
61880,0.9303462573,57569.8264044728
61881,0.8892609554,55028.3571787185
61882,0.8637034431,53447.6964687979
61883,0.8594212172,53183.5631856150
61884,0.8773774799,54295.6279647460
61885,0.9135345802,56534.0874958225
61886,0.9597620143,59395.8320196291
61887,1.0000000000,61887.0000000000
61888,1.0000000000,61888.0000000000
61889,1.0000000000,61889.0000000000
61890,1.0000000000,61890.0000000000
61891,1.0000000000,61891.0000000000
61892,0.9835094931,60871.3695478579
61893,0.9360960009,57937.7897807728
61894,0.8936819113,55313.5482207092
61895,0.8658051002,53589.0066773935
61896,0.8587344236,53152.2258850719
61897,0.8740600862,54101.6971568173
61898,0.9083360961,56224.1876766843
61899,0.9538551932,59042.6826015583
61900,1.0000000000,61900.0000000000
61901,1.0000000000,61901.0000000000
61902,1.0000000000,61902.0000000000
61903,1.0000000000,61903.0000000000
61904,1.0000000000,61904.0000000000
61905,0.9892201183,61237.6714222159
61906,0.9419334333,58311.3311223255
61907,0.8983374823,55613.3785172080
61908,0.8682356032,53750.7297249681
61909,0.8583967908,53142.4869246897
61910,0.8710336453,53925.6929819964
61911,0.9033048859,55924.5087883703
61912,0.9479542802,58689.7453968263
61913,0.9949423066,61599.8630261053
61914,1.0000000000,61914.0000000000
61915,1.0000000000,61915.0000000000
61916,1.0000000000,61916.0000000000
61917,1.0000000000,61917.0000000000
61918,0.9948313539,61597.9677684008
61919,0.9478384212,58689.2072010518
61920,0.9032124440,55926.9145318172
61921,0.8709880654,53932.4519951787
61922,0.8584113248,53154.5460568566
61923,0.8683103874,53768.3841185988
61924,0.8984596600,55636.2159884715
61925,0.9420802629,58338.3202786678
61926,0.9893643079,61267.3741301151
61927,1.0000000000,61927.0000000000
61928,1.0000000000,61928.0000000000
61929,1.0000000000,61929.0000000000
61930,1.0000000000,61930.0000000000
61931,1.0000000000,61931.0000000000
61932,0.9537904218,59070.1484031556
61933,0.9082906612,56253.1655193969
61934,0.8740543914,54133.6846760390
61935,0.8587797973,53188.5267468215
61936,0.8659015601,53630.4790247160
61937,0.8938186196,55360.4438433835
61938,0.9362542070,57989.7130704538
61939,0.9836671797,60927.3614420837
61940,1.0000000000,61940.0000000000
61941,1.0000000000,61941.0000000000
61942,1.0000000000,61942.0000000000
61943,1.0000000000,61943.0000000000
61944,1.0000000000,61944.0000000000
61945,0.9597685531,59452.8630245139
61946,0.9135551357,56591.0864385366
61947,0.8774252931,54353.8646326331
61948,0.8595027250,53244.4748066544
61949,0.8638173762,53512.6226379246
61950,0.8893993839,55098.2918339252
61951,0.9304971811,57645.2308657855
61952,0.9778707039,60581.0458478881
61953,1.0000000000,61953.0000000000
61954,1.0000000000,61954.0000000000
61955,1.0000000000,61955.0000000000
61956,1.0000000000,61956.0000000000
61957,1.0000000000,61957.0000000000
61958,0.9657516659,59836.0417131781
61959,0.9189880584,56939.5811093557
61960,0.8810903094,54592.3555683694
61961,0.8605793531,53322.3572962842
61962,0.8620669646,53415.3932603252
61963,0.8852189197,54850.8199222491
61964,0.9248301800,57306.1772730280
61965,0.9719951844,60229.6816027454
61966,1.0000000000,61966.0000000000
61967,1.0000000000,61967.0000000000
61968,1.0000000000,61968.0000000000
61969,1.0000000000,61969.0000000000
61970,1.0000000000,61970.0000000000
61971,0.9717184174,60218.3620452985
61972,0.9245708644,57297.5056097429
61973,0.8850378306,54848.4494760390
61974,0.8620076435,53422.0617006251
61975,0.8606583242,53339.2996439529
61976,0.8812934716,54619.0441983863
61977,0.9192740468,56973.8476005074
61978,0.9660613788,59874.5521374638
61979,1.0000000000,61979.0000000000
61980,1.0000000000,61980.0000000000
61981,1.0000000000,61981.0000000000
61982,1.0000000000,61982.0000000000
61983,1.0000000000,61983.0000000000
61984,0.9776473480,60598.4932184637
61985,0.9302842930,57663.6719004473
61986,0.8892551282,55121.3683780786
61987,0.8637842675,53543.3953910761
61988,0.8595982818,53284.7782915582
61989,0.8776384943,54403.9326248840
61990,0.9138493951,56649.5239997016
61991,0.9600904275,59516.9656919814
61992,1.0000000000,61992.0000000000
61993,1.0000000000,61993.0000000000
61994,1.0000000000,61994.0000000000
61995,1.0000000000,61995.0000000000
61996,1.0000000000,61996.0000000000
61997,0.9835169581,60975.1008482960
61998,0.9361084498,58036.8516708125
61999,0.8937283884,55410.2663552236
62000,0.8659046029,53686.0853784305
62001,0.8588924531,53252.1909868732
62002,0.8742685864,54206.4008968000
62003,0.9085765299,56334.4705842681
62004,0.9541037802,59158.2507896952
62005,1.0000000000,62005.0000000000
62006,1.0000000000,62006.0000000000
62007,1.0000000000,62007.0000000000
62008,1.0000000000,62008.0000000000
62009,1.0000000000,62009.0000000000
62010,0.9893057870,61346.8518503573
62011,0.9420228732,58415.7803928679
62012,0.8984427508,55714.2318601070
62013,0.8683627363,53849.7783636877
62014,0.8585452086,53241.8225679218
62015,0.8711974270,54027.3084354490
62016,0.9034753699,56029.9285427897
62017,0.9481231206,58799.7515679166
62018,0.9951040475,61714.3628187415
62019,1.0000000000,62019.0000000000
62020,1.0000000000,62020.0000000000
62021,1.0000000000,62021.0000000000
62022,1.0000000000,62022.0000000000
62023,0.9949924930,61712.4193911767
62024,0.9480066035,58799.1615735043
62025,0.9033823509,56032.2903131987
62026,0.8711514702,54034.0410918884
62027,0.8585596427,53253.8789564322
62028,0.8684377142,53867.4545336811
62029,0.8985653689,55737.1112645725
62030,0.9421702882,58442.8229785385
62031,0.9894505720,61376.6084344683
62032,1.0000000000,62032.0000000000
62033,1.0000000000,62033.0000000000
62034,1.0000000000,62034.0000000000
62035,1.0000000000,62035.0000000000
62036,1.0000000000,62036.0000000000
62037,0.9540382544,59185.6711908045
62038,0.9085303681,56363.4069757057
62039,0.8742623352,54238.3610130060
62040,0.8589375476,53288.4854555553
62041,0.8660011069,53727.5746702704
62042,0.8938654379,55457.1994967659
62043,0.9362671998,58088.8258756771
62044,0.9836752484,61031.1471094572
62045,1.0000000000,62045.0000000000
62046,1.0000000000,62046.0000000000
62047,1.0000000000,62047.0000000000
62048,1.0000000000,62048.0000000000
62049,1.0000000000,62049.0000000000
62050,0.9600960887,59573.9623017369
62051,0.9138690769,56706.4900929175
62052,0.8776856065,54462.1472531101
62053,0.8596793923,53345.6853273235
62054,0.8638981695,53608.3370104642
62055,0.8893938692,55191.3365525859
62056,0.9304357678,57739.1220073904
62057,0.9777986850,60679.2529968972
62058,1.0000000000,62058.0000000000
62059,1.0000000000,62059.0000000000
62060,1.0000000000,62060.0000000000
62061,1.0000000000,62061.0000000000
62062,1.0000000000,62062.0000000000
62063,0.9661580943,59962.6698055681
62064,0.9193799030,57060.3943018510
62065,0.8814103262,54704.7318974741
62066,0.8607843048,53425.4386603830
62067,0.8621383200,53510.3391099359
62068,0.8851682605,54940.6235897499
62069,0.9246978190,57395.0689288302
62070,0.9718420332,60322.2350012095
62071,1.0000000000,62071.0000000000
62072,1.0000000000,62072.0000000000
62073,1.0000000000,62073.0000000000
62074,1.0000000000,62074.0000000000
62075,1.0000000000,62075.0000000000
62076,0.9722020644,60350.4153479926
62077,0.9250434830,57423.9242936114
62078,0.8854243305,54965.3715865618
62079,0.8622500610,53527.6215377359
62080,0.8607297815,53434.1048384220
62081,0.8812054409,54706.1149791686
62082,0.9190750114,57058.0148549346
62083,0.9658269135,59961.4322717483
62084,1.0000000000,62084.0000000000
62085,1.0000000000,62085.0000000000
62086,1.0000000000,62086.0000000000
62087,1.0000000000,62087.0000000000
62088,1.0000000000,62088.0000000000
62089,0.9782056781,60735.8123494573
62090,0.9308397282,57795.8387216951
62091,0.8897142810,55243.2494237340
62092,0.8640730773,53652.0255129632
62093,0.8596795378,53380.0815390797
62094,0.8775213995,54488.8137829748
62095,0.9135887507,56729.2934721789
62096,0.9597753400,59598.2095137969
62097,1.0000000000,62097.0000000000
62098,1.0000000000,62098.0000000000
62099,1.0000000000,62099.0000000000
62100,1.0000000000,62100.0000000000
62101,1.0000000000,62101.0000000000
62102,0.9841465837,61117.4711395139
62103,0.9367478921,58174.8543446540
62104,0.8942657026,55537.4771938676
62105,0.8662484084,53798.3574027553
62106,0.8589932927,53348.6374387446
62107,0.8741312149,54289.6673620169
62108,0.9082601070,56410.2187286341
62109,0.9537096416,59233.9521317485
62110,1.0000000000,62110.0000000000
62111,1.0000000000,62111.0000000000
62112,1.0000000000,62112.0000000000
62113,1.0000000000,62113.0000000000
62114,1.0000000000,62114.0000000000
62115,0.9900024822,61494.0041802540
62116,0.9427466416,58559.6503917244
62117,0.8990630244,55847.0978883855
62118,0.8687697512,53966.2394020846
62119,0.8586754346,53340.0593239655
62120,0.8710489880,54109.5631322047
62121,0.9031097314,56102.0796222970
62122,0.9476523811,58870.0612198272
62123,0.9946664421,61791.6633843328
62124,1.0000000000,62124.0000000000
62125,1.0000000000,62125.0000000000
62126,1.0000000000,62126.0000000000
62127,1.0000000000,62127.0000000000
62128,0.9957512130,61864.0313586088
62129,0.9488141309,58948.8731382484
62130,0.9040896271,56171.0885338624
62131,0.8716294527,54155.2095273186
62132,0.8587290043,53354.5504965129
62133,0.8682877777,53949.3244889063
62134,0.8981577720,55806.1350081502
62135,0.9416262721,58507.9484180997
62136,0.9889244922,61447.8122474793
62137,1.0000000000,62137.0000000000
62138,1.0000000000,62138.0000000000
62139,1.0000000000,62139.0000000000
62140,1.0000000000,62140.0000000000
62141,1.0000000000,62141.0000000000
62142,0.9549280788,59341.1406758674
62143,0.9093278940,56508.3633170893
62144,0.8748185246,54364.7223916769
62145,0.8591556685,53392.2290215226
62146,0.8658595391,53809.7069185474
62147,0.8934237927,55523.6084447866
62148,0.9356540943,58149.0306513618
62149,0.9830602197,61096.2095940215
62150,1.0000000000,62150.0000000000
62151,1.0000000000,62151.0000000000
62152,1.0000000000,62152.0000000000
62153,1.0000000000,62153.0000000000
62154,1.0000000000,62154.0000000000
62155,0.9610658493,59735.0478633288
62156,0.9147592670,56857.7770004249
62157,0.8783266618,54594.1503154972
62158,0.8599556981,53453.1262804060
62159,0.8637750658,53691.3943163093
62160,0.8889266908,55255.6831020292
62161,0.9297586070,57794.7247692898
62162,0.9770951325,60738.1876235147
62163,1.0000000000,62163.0000000000
62164,1.0000000000,62164.0000000000
62165,1.0000000000,62165.0000000000
62166,1.0000000000,62166.0000000000
62167,1.0000000000,62167.0000000000
62168,0.9672045335,60129.1714405672
62169,0.9203643073,57218.1286190234
62170,0.8821422675,54842.7847733332
62171,0.8611279510,53537.1858396952
62172,0.8620439350,53594.9955278134
62173,0.8846846179,55003.4967500475
62174,0.9239624619,57446.4421078612
62175,0.9710512937,60375.1141873979
62176,1.0000000000,62176.0000000000
62177,1.0000000000,62177.0000000000
62178,1.0000000000,62178.0000000000
62179,1.0000000000,62179.0000000000
62180,1.0000000000,62180.0000000000
62181,0.9733210352,60522.0752892987
62182,0.9261227598,57588.1654497496
62183,0.8862524834,55109.8381777318
62184,0.8626698612,53644.2626459271
62185,0.8606744574,53521.0411329254
62186,0.8807149013,54768.1368519068
62187,0.9182881147,57105.5829918596
62188,0.9649512436,60008.3879368157
62189,1.0000000000,62189.0000000000
62190,1.0000000000,62190.0000000000
62191,1.0000000000,62191.0000000000
62192,1.0000000000,62192.0000000000
62193,1.0000000000,62193.0000000000
62194,0.9793921571,60912.3158211313
62195,0.9320136223,57966.5872413603
62196,0.8906432246,55394.4459988883
62197,0.8645774323,53774.1225556573
62198,0.8596736308,53469.9804884543
62199,0.8770339681,54550.6357809413
62200,0.9127577363,56773.5311996999
62201,0.9588179174,59639.4332777703
62202,1.0000000000,62202.0000000000
62203,1.0000000000,62203.0000000000
62204,1.0000000000,62204.0000000000
62205,1.0000000000,62205.0000000000
62206,1.0000000000,62206.0000000000
62207,0.9853946899,61298.4474746953
62208,0.9380152182,58352.0506935532
62209,0.8952992207,55695.6692175930
62210,0.8668452372,53926.4422083017
62211,0.8590470985,53442.1790464760
62212,0.8736572717,54351.9661841017
62213,0.9073931238,56451.6484115050
62214,0.9526745612,59269.6951514206
62215,0.9993272840,62173.1469716406
62216,1.0000000000,62216.0000000000
62217,1.0000000000,62217.0000000000
62218,1.0000000000,62218.0000000000
62219,1.0000000000,62219.0000000000
62220,0.9913055015,61679.0283012511
62221,0.9441052727,58743.1741713179
62222,0.9002040614,56012.4971072969
62223,0.8694664232,54100.8092484524
62224,0.8587991123,53437.9159636625
62225,0.8705992208,54173.0365123819
62226,0.9022156118,56141.2686629029
62227,0.9465446455,58900.6336564357
62228,0.9936263277,61831.3791218090
62229,1.0000000000,62229.0000000000
62230,1.0000000000,62230.0000000000
62231,1.0000000000,62231.0000000000
62232,1.0000000000,62232.0000000000
62233,0.9971016280,62052.6256177696
62234,0.9502609930,59138.5426395398
62235,0.9053402481,56343.8503404086
62236,0.8724327223,54296.7229031254
62237,0.8589325002,53457.3820165228
62238,0.8678731119,54014.6867395053
62239,0.8972459845,55843.6928269623
62240,0.9404517759,58533.7185326237
62241,0.9877831693,61480.6122425415
62242,1.0000000000,62242.0000000000
62243,1.0000000000,62243.0000000000
62244,1.0000000000,62244.0000000000
62245,1.0000000000,62245.0000000000
62246,1.0000000000,62246.0000000000
62247,0.9564591515,59536.7128024088
62248,0.9106892496,56688.5844117432
62249,0.8757344683,54513.5949175331
62250,0.8594486399,53500.6778363229
62251,0.8654910650,53877.6842893929
62252,0.8925043878,55560.1831463030
62253,0.9344196027,58170.4235255907
62254,0.9818196504,61122.2005159964
62255,1.0000000000,62255.0000000000
62256,1.0000000000,62256.0000000000
62257,1.0000000000,62257.0000000000
62258,1.0000000000,62258.0000000000
62259,1.0000000000,62259.0000000000
62260,0.9626761714,59936.2184304284
62261,0.9162315634,57045.4933707607
62262,0.8793606189,54750.7508522839
62263,0.8603474371,53567.8124764545
62264,0.8634639630,53762.7201922678
62265,0.8880102439,55291.9578394480
62266,0.9284717286,57812.2206531526
62267,0.9757582527,60757.5391236469
62268,1.0000000000,62268.0000000000
62269,1.0000000000,62269.0000000000
62270,1.0000000000,62270.0000000000
62271,1.0000000000,62271.0000000000
62272,1.0000000000,62272.0000000000
62273,0.9688882157,60335.5758558109
62274,0.9219467812,57413.3138533552
62275,0.8832987835,55007.4317428398
62276,0.8616273095,53658.7023239047
62277,0.8618013952,53670.4054895122
62278,0.8837821671,55040.1858036421
62279,0.9226316157,57460.5743950267
62280,0.9696220171,60388.0592275700
62281,1.0000000000,62281.0000000000
62282,1.0000000000,62282.0000000000
62283,1.0000000000,62283.0000000000
62284,1.0000000000,62284.0000000000
62285,1.0000000000,62285.0000000000
62286,0.9750712779,60733.2896183314
62287,0.9278136594,57790.7294015336
62288,0.8875352575,55282.7961211552
62289,0.8632851766,53773.1703653842
62290,0.8605116055,53601.2679058429
62291,0.8798378809,54805.9814380753
62292,0.9169224913,57116.9358281702
62293,0.9634344587,60015.2227352416
62294,1.0000000000,62294.0000000000
62295,1.0000000000,62295.0000000000
62296,1.0000000000,62296.0000000000
62297,1.0000000000,62297.0000000000
62298,1.0000000000,62298.0000000000
62299,0.9812012751,61127.8582404518
62300,0.9338101936,58176.3750590438
62301,0.8920550617,55575.9223971501
62302,0.8653164556,53910.9458171570
62303,0.8596014447,53555.7488072570
62304,0.8761941386,54590.3996102680
62305,0.9113672535,56782.7367301751
62306,0.9572194791,59640.5168645426
62307,1.0000000000,62307.0000000000
62308,1.0000000000,62308.0000000000
62309,1.0000000000,62309.0000000000
62310,1.0000000000,62310.0000000000
62311,1.0000000000,62311.0000000000
62312,0.9872541422,61517.7801100299
62313,0.9399136974,58568.8422282956
62314,0.8968419873,55885.8115972383
62315,0.8677150626,54071.6641266807
62316,0.8590763281,53534.2004621709
62317,0.8728666462,54394.4307888030
62318,0.9059883770,56459.3836754866
62319,0.9510012761,59265.4485282529
62320,0.9977939086,62182.5163855503
62321,1.0000000000,62321.0000000000
62322,1.0000000000,62322.0000000000
62323,1.0000000000,62323.0000000000
62324,1.0000000000,62324.0000000000
62325,0.9932059278,61901.5594494544
62326,0.9461008852,58966.6837738973
62327,0.9018786474,56211.3904542847
62328,0.8704734205,54254.8673524186
62329,0.8589401983,53536.8836223168
62330,0.8698699882,54218.9963657648
62331,0.9008078187,56148.2521471116
62332,0.9448042507,58891.5385574936
62333,0.9919764900,61832.8705485928
62334,1.0000000000,62334.0000000000
62335,1.0000000000,62335.0000000000
62336,1.0000000000,62336.0000000000
62337,1.0000000000,62337.0000000000
62338,0.9990328908,62277.7123472786
62339,0.9523479580,59368.4193559189
62340,0.9071465326,56551.5148428943
62341,0.8735824726,54460.0049267626
62342,0.8591954932,53563.9654388477
62343,0.8672175576,54064.9441905993
62344,0.8958469250,55850.6806894792
62345,0.9386529118,58520.3157853076
62346,0.9860204304,61474.4297509739
62347,1.0000000000,62347.0000000000
62348,1.0000000000,62348.0000000000
62349,1.0000000000,62349.0000000000
62350,1.0000000000,62350.0000000000
62351,1.0000000000,62351.0000000000
62352,0.9586306931,59772.5409743526
62353,0.9126260733,56904.9735515541
62354,0.8770317030,54686.4348060056
62355,0.8598431197,53615.5177281770
62356,0.8649214885,53933.0443382227
62357,0.8911263391,55567.9651264608
62358,0.9325717793,58153.3110126477
62359,0.9799486198,61108.6159829757
62360,1.0000000000,62360.0000000000
62361,1.0000000000,62361.0000000000
62362,1.0000000000,62362.0000000000
62363,1.0000000000,62363.0000000000
62364,1.0000000000,62364.0000000000
62365,0.9649245363,60177.5187067812
62366,0.9182967063,57270.4923822059
62367,0.8808091620,54933.4250087489
62368,0.8608824333,53691.5156007524
62369,0.8629925946,53823.9851326330
62370,0.8866659110,55301.3528703942
62371,0.9265852861,57792.0508788675
62372,0.9737845877,60736.8923020761
62373,1.0000000000,62373.0000000000
62374,1.0000000000,62374.0000000000
62375,1.0000000000,62375.0000000000
62376,1.0000000000,62376.0000000000
62377,1.0000000000,62377.0000000000
62378,0.9712046974,60581.8066174662
62379,0.9241369462,57646.7385658340
62380,0.8849014996,55200.1555437678
62381,0.8623112240,53791.8364648252
62382,0.8614403105,53738.3694470088
62383,0.8824846087,55052.0373465008
62384,0.9207176786,57438.0516614426
62385,0.9675524148,60360.7573999664
62386,1.0000000000,62386.0000000000
62387,1.0000000000,62387.0000000000
62388,1.0000000000,62388.0000000000
62389,1.0000000000,62389.0000000000
62390,1.0000000000,62390.0000000000
62391,0.9774462473,60983.8488172252
62392,0.9301244628,58032.3254808867
62393,0.8892940029,55485.7207254944
62394,0.8641257079,53916.2594157709
62395,0.8602726388,53676.7113004982
62396,0.8786004321,54821.1525583489
